wms_warehouse_name,wms_company_name,order_id,shipment_id,sku_code,closed_date,create_date,shipped_qty,original_order_qty,shipped_weight
BOSE_SH,CE,0324477911,287228.0,858366-5340,2021-06-01 19:31:21,2021-06-01 06:46:08,1.0,1.0,0.0
BOSE_SH,CE,0324477911,287228.0,767520-5140,2021-06-01 19:31:21,2021-06-01 06:46:08,1.0,1.0,0.0
BOSE_SH,CE,0324477911,287228.0,761683-5140,2021-06-01 19:31:21,2021-06-01 06:46:08,1.0,1.0,0.0
BOSE_SH,CE,0324477911,287228.0,761529-0030,2021-06-01 19:31:21,2021-06-01 06:46:08,1.0,1.0,0.0
BOSE_SH,CE,0324477911,287228.0,761529-0020,2021-06-01 19:31:21,2021-06-01 06:46:08,1.0,1.0,0.0
BOSE_SH,CE,0324477911,287228.0,761529-0010,2021-06-01 19:31:21,2021-06-01 06:46:08,1.0,1.0,0.0
BOSE_SH,CE,0324477911,287228.0,760093-5140,2021-06-01 19:31:21,2021-06-01 06:46:08,1.0,1.0,0.0
BOSE_SH,CE,0324477911,287228.0,752195-0500,2021-06-01 19:31:21,2021-06-01 06:46:08,1.0,1.0,0.0
BOSE_SH,CE,0324477911,287228.0,752195-0200,2021-06-01 19:31:21,2021-06-01 06:46:08,1.0,1.0,0.0
BOSE_SH,CE,0324477911,287228.0,752195-0100,2021-06-01 19:31:21,2021-06-01 06:46:08,1.0,1.0,0.0
BOSE_SH,CE,0324477911,287228.0,858366-5140,2021-06-01 19:31:21,2021-06-01 06:46:08,1.0,1.0,0.0
BOSE_SH,CE,0324477911,287228.0,858365-5340,2021-06-01 19:31:21,2021-06-01 06:46:08,1.0,1.0,0.0
BOSE_SH,CE,0324477911,287228.0,858365-5140,2021-06-01 19:31:21,2021-06-01 06:46:08,1.0,1.0,0.0
BOSE_SH,CE,0324477911,287228.0,852061-0010,2021-06-01 19:31:21,2021-06-01 06:46:08,1.0,1.0,0.0
BOSE_SH,CE,0324477911,287228.0,851337-0100,2021-06-01 19:31:21,2021-06-01 06:46:08,2.0,2.0,0.0
