PL,WORK_ZONE,Sloc,Product_Code,Quantity,Stor_bin,Styp,No_of_Pallet
IT,WH Bonded,1001,7ZB25A#AB2,6.00000,C-14-14-1,34,2
IT,WH Bonded,1001,7ZB25A#AB2,12.00000,C-14-15-1,34,4
IT,WH Bonded,1001,7ZB25A#AB2,6.00000,C-14-16-1,34,2
IT,WH Bonded,1001,7ZB25A#AB2,12.00000,C-14-17-1,34,4
IT,WH Bonded,1001,7ZB25A#AB2,6.00000,C-14-18-1,34,2
IT,WH Bonded,1001,7ZB25A#AB2,12.00000,C-14-19-1,34,4
IT,WH Bonded,1001,7ZB25A#AB2,6.00000,C-14-20-1,34,2
IT,WH Bonded,1001,7ZB25A#AB2,12.00000,C-14-21-1,34,4
IT,WH Bonded,1001,7ZB26A#AB2,6.00000,B-09-23-1,34,2
IT,WH Bonded,1001,7ZB26A#AB2,6.00000,B-09-24-1,34,2
IT,WH Bonded,1001,7ZB26A#AB2,12.00000,B-09-25-1,34,4
IT,WH Bonded,1001,7ZB26A#AB2,6.00000,B-09-26-1,34,2
IT,WH Bonded,1001,7ZB26A#AB2,12.00000,B-09-27-1,34,4
IT,WH Bonded,1001,7ZB26A#AB2,6.00000,B-09-28-1,34,2
IT,WH Bonded,1001,7ZB26A#AB2,12.00000,B-09-29-1,34,4
IT,WH Bonded,1001,7ZB26A#AB2,6.00000,C-12-41-1,34,2
IT,WH Bonded,1001,7ZB26A#AB2,12.00000,C-12-42-1,34,4
IT,WH Bonded,1001,7ZB26A#AB2,6.00000,C-12-43-1,34,2
IT,WH Bonded,1001,7ZB26A#AB2,12.00000,C-12-44-1,34,4
IT,WH Bonded,1001,7ZB26A#AB2,6.00000,C-12-45-1,34,2
IT,WH Bonded,1001,7ZB26A#AB2,12.00000,C-12-46-1,34,4
IT,WH Bonded,1001,7ZB26A#AB2,6.00000,C-12-47-1,34,2
IT,WH Bonded,1001,7ZB26A#AB2,12.00000,C-12-48-1,34,4
IT,WH Bonded,1001,7ZB27A#AB2,10.00000,A-F-X,34,4
IT,WH Bonded,1001,7ZB27A#AB2,57.00000,A-F-X,34,19
IT,WH Bonded,1001,7ZB28A#AB2,2.00000,C-16-47-1,34,1
IT,WH Bonded,1001,7ZB28A#AB2,1.00000,C-16-48-1,34,1
IT,WH Bonded,1001,7ZB28A#AB2,7.00000,C-16-50-1,34,3
IT,WH Bonded,1001,7ZB28A#AB2,5.00000,C-16-50-1,34,2
MC,WH Bonded,1001,Y1F97A,10.00000,A-11-26-1,34,4
MC,WH Bonded,1001,Y1F97A,10.00000,A-11-27-1,34,4
MC,WH Bonded,1001,Y1F97A,10.00000,A-11-28-1,34,4
MC,WH Bonded,1001,Y1F97A,10.00000,A-11-29-1,34,4
MC,WH Bonded,1001,Y1F97A,5.00000,A-13-12-1,34,2
MC,WH Bonded,1001,Y1F97A,2.00000,A-14-27-1,34,1
MC,WH Bonded,1001,Y1F97A,10.00000,A-14-28-1,34,4
MC,WH Bonded,1001,Y1F97A,10.00000,A-14-29-1,34,4
MC,WH Bonded,1001,Y1F97A,10.00000,A-14-30-1,34,4
MC,WH Bonded,1001,Y1F97A,10.00000,A-14-31-1,34,4
MC,WH Bonded,1001,Y1F98A,10.00000,A-12-12-1,34,4
MC,WH Bonded,1001,Y1F98A,10.00000,A-12-16-1,34,4
MC,WH Bonded,1001,Y1F98A,10.00000,A-12-17-1,34,4
MC,WH Bonded,1001,Y1F98A,10.00000,A-12-18-1,34,4
MC,WH Bonded,1001,Y1F98A,10.00000,A-12-27-1,34,4
MC,WH Bonded,1001,Y1F98A,10.00000,B-10-18-1,34,4
MC,WH Bonded,1001,Y1F98A,10.00000,B-10-19-1,34,4
MC,WH Bonded,1001,Y1F98A,10.00000,B-10-21-1,34,4
MC,WH Bonded,1001,Y1F98A,1.00000,C-02-35-1,34,1
MC,WH Bonded,1001,Y1F98A,4.00000,C-07-51-1,34,2
MC,WH Bonded,1001,Y1G23A,1.00000,B-12-46-1,34,1
MC,WH Bonded,1001,SS484C#AB2,39.00000,B-15-51-2,34,1
2Q,WH Bonded,1002,T6B80A#AB2,6.00000,A-16-37-4,34,1
2Q,WH Bonded,1002,T6B81A#AB2,10.00000,B-07-12-3,34,2
2Q,WH Bonded,1002,T6B81A#AB2,10.00000,B-07-13-3,34,2
2Q,WH Bonded,1002,T6B82A#AB2,16.00000,B-13-38-3,34,2
2Q,WH Bonded,1002,CZ186A#AB2,2.00000,B-03-44-B,34,1
2Q,WH Bonded,1002,CB376A#AB2,9.00000,B-11-40-3,34,1
2Q,WH Bonded,1002,CZ184A#AB2,2.00000,B-03-45-C,34,1
2Q,WH Bonded,1002,CZ184A#AB2,5.00000,B-03-48-C,34,1
2Q,WH Bonded,1002,CE849A#AB2,3.00000,B-02-51-A,34,1
4L,WH Bonded,1002,L3U63A#AB2,4.00000,B-04-51-1,34,4
4L,WH Bonded,1002,L3U63A#AB2,1.00000,B-05-54-1,34,1
4L,WH Bonded,1002,T3U64A#AB2,3.00000,B-12-20-1,34,3
4L,WH Bonded,1002,T3U64A#AB2,6.00000,B-13-17-1,34,6
4L,WH Bonded,1002,T3U64A#AB2,6.00000,B-13-18-1,34,6
4L,WH Bonded,1002,T3U64A#AB2,3.00000,B-13-19-1,34,3
4L,WH Bonded,1002,T3U64A#AB2,6.00000,B-13-20-1,34,6
4L,WH Bonded,1002,T3U64A#AB2,3.00000,B-13-21-1,34,3
4L,WH Bonded,1002,T3U64A#AB2,3.00000,B-14-20-1,34,3
4L,WH Bonded,1002,T3U64A#AB2,3.00000,B-15-17-1,34,3
4L,WH Bonded,1002,T3U64A#AB2,6.00000,B-15-19-1,34,6
4L,WH Bonded,1002,T3U64A#AB2,6.00000,B-15-20-1,34,6
4L,WH Bonded,1002,T3U64A#AB2,6.00000,B-15-21-1,34,6
4L,WH Bonded,1002,T3U64A#AB2,1.00000,B-15-24-1,34,1
4L,WH Bonded,1002,T3U66A#AB2,5.00000,A-14-20-1,34,5
4L,WH Bonded,1002,T3U66A#AB2,6.00000,A-14-21-1,34,6
4L,WH Bonded,1002,T3U66A#AB2,6.00000,A-14-22-1,34,6
4L,WH Bonded,1002,T3U66A#AB2,6.00000,A-14-23-1,34,6
4L,WH Bonded,1002,T3U66A#AB2,6.00000,A-14-24-1,34,6
4L,WH Bonded,1002,T3U66A#AB2,6.00000,A-14-25-1,34,6
4L,WH Bonded,1002,T3U66A#AB2,3.00000,A-14-43-1,34,3
4X,WH Bonded,1002,L2725B#AB2,1.00000,A-08-40-1,34,1
6A,WH Bonded,1002,J8J91A,1.00000,B-15-33-1,34,1
6A,WH Bonded,1002,J8J91A,2.00000,B-15-36-1,34,2
6A,WH Bonded,1002,J8J91A,3.00000,B-15-37-1,34,2
6A,WH Bonded,1002,J8J92A,2.00000,B-09-17-1,34,2
6A,WH Bonded,1002,J8J92A,6.00000,B-14-32-1,34,4
6A,WH Bonded,1002,J8J92A,4.00000,B-14-36-1,34,3
6A,WH Bonded,1002,J8J93A,4.00000,A-06-27-1,34,3
6A,WH Bonded,1002,L0H17A,15.00000,B-16-13-4,34,2
6A,WH Bonded,1002,L0H17A,24.00000,B-16-14-4,34,3
6A,WH Bonded,1002,L0H17A,24.00000,B-16-18-4,34,3
6A,WH Bonded,1002,L0H17A,24.00000,B-16-19-4,34,3
6A,WH Bonded,1002,L0H17A,24.00000,B-16-20-4,34,3
6A,WH Bonded,1002,CC487A#AB2,9.00000,B-03-46-A,34,1
6A,WH NoBonded,1002,CC487A#AB2,1.00000,DHL-S-01-01,34,1
6A,WH Bonded,1002,B5L34A,15.00000,B-15-45-1,34,1
6A,WH Bonded,1002,B5L34A,24.00000,B-16-26-4,34,1
6A,WH Bonded,1002,B5L34A,24.00000,B-16-27-4,34,1
6A,WH Bonded,1002,B5L34A,24.00000,B-16-28-4,34,1
8A,WH Bonded,1002,W1A78A#AB2,7.00000,B-08-35-3,34,1
8A,WH Bonded,1002,W1A78A#AB2,10.00000,B-16-15-4,34,1
8A,WH Bonded,1002,W1A78A#AB2,10.00000,B-16-16-4,34,1
C5,WH Bonded,1002,7ZU86A#AB2,3.00000,B-05-13-1,34,
C5,WH Bonded,1002,J8J71A#AB2,1.00000,B-10-34-1,34,2
C5,WH Bonded,1002,7PS99A#AB2,1.00000,B-16-02-1,34,1
C5,WH Bonded,1002,7PS99A#AB2,2.00000,B-16-03-1,34,2
C5,WH Bonded,1002,7PS99A#AB2,1.00000,B-16-04-1,34,1
C5,WH Bonded,1002,7PS99A#AB2,2.00000,B-16-05-1,34,2
C5,WH Bonded,1002,7PS99A#AB2,2.00000,B-16-06-1,34,2
C5,WH Bonded,1002,7PS99A#AB2,2.00000,B-16-07-1,34,2
C5,WH Bonded,1002,7PS99A#AB2,2.00000,B-16-08-1,34,2
C5,WH Bonded,1002,7PS99A#AB2,2.00000,B-16-09-1,34,2
C5,WH Bonded,1002,7PS99A#AB2,2.00000,B-16-10-1,34,2
C5,WH Bonded,1002,7PS99A#AB2,2.00000,B-16-11-1,34,2
C5,WH Bonded,1002,7PS99A#AB2,2.00000,B-16-12-1,34,2
C5,WH Bonded,1002,J8A10A#AB2,1.00000,B-14-35-1,34,1
C5,WH Bonded,1002,7ZU79A#AB2,1.00000,B-15-22-1,34,1
C5,WH Bonded,1002,7PS85A#AB2,3.00000,B-14-32-4,34,2
C5,WH Bonded,1002,7PS85A#AB2,1.00000,B-14-32-4,34,1
C5,WH Bonded,1002,7PS97A#AB2,1.00000,B-15-32-1,34,1
C5,WH Bonded,1002,B5L46A#AB2,1.00000,B-08-43-1,34,1
C5,WH Bonded,1002,J7Z99A#AB2,2.00000,A-14-07-3,34,1
C5,WH Bonded,1002,J7Z99A#AB2,2.00000,A-14-07-3,34,1
C5,WH Bonded,1002,J7Z99A#AB2,4.00000,A-14-08-3,34,2
C5,WH Bonded,1002,J7Z99A#AB2,2.00000,A-14-08-3,34,1
C5,WH Bonded,1002,K0Q19A#AB2,3.00000,B-15-41-3,34,2
C5,WH Bonded,1002,1PV64A#AB2,1.00000,B-05-43-1,34,1
C5,WH Bonded,1002,1PV64A#AB2,4.00000,B-14-21-4,34,2
C5,WH Bonded,1002,1PV65A#AB2,4.00000,B-07-38-3,34,2
C5,WH Bonded,1002,1PV65A#AB2,6.00000,B-09-34-3,34,2
C5,WH Bonded,1002,1PV65A#AB2,3.00000,B-12-02-3,34,1
C5,WH Bonded,1002,1PV65A#AB2,2.00000,B-15-30-1,34,1
C5,WH Bonded,1002,1PV67A#AB2,4.00000,B-12-04-3,34,2
C5,WH Bonded,1002,4QZ97A#AB2,6.00000,A-11-09-3,34,2
C5,WH Bonded,1002,4QZ97A#AB2,6.00000,A-11-10-3,34,2
C5,WH Bonded,1002,4QZ97A#AB2,2.00000,A-11-14-1,34,1
C5,WH Bonded,1002,4QZ97A#AB2,6.00000,A-12-09-3,34,2
C5,WH Bonded,1002,4QZ97A#AB2,6.00000,A-12-10-3,34,2
C5,WH Bonded,1002,4QZ97A#AB2,6.00000,A-12-11-3,34,2
C5,WH Bonded,1002,4QZ97A#AB2,6.00000,A-13-09-3,34,2
C5,WH Bonded,1002,4QZ97A#AB2,6.00000,A-13-10-3,34,2
C5,WH Bonded,1002,4QZ97A#AB2,6.00000,A-13-11-3,34,2
C5,WH Bonded,1002,4QZ97A#AB2,4.00000,B-09-26-3,34,2
C5,WH Bonded,1002,4QZ97A#AB2,6.00000,B-09-27-3,34,2
C5,WH Bonded,1002,4QZ97A#AB2,6.00000,B-09-28-3,34,2
C5,WH Bonded,1002,4QZ97A#AB2,6.00000,B-09-29-3,34,2
C5,WH Bonded,1002,4QZ97A#AB2,6.00000,B-09-30-3,34,2
C5,WH Bonded,1002,4QZ97A#AB2,6.00000,B-09-31-3,34,2
C5,WH Bonded,1002,4QZ97A#AB2,6.00000,B-09-32-3,34,2
C5,WH Bonded,1002,4QZ97A#AB2,6.00000,B-09-33-3,34,2
C5,WH Bonded,1002,4QZ97A#AB2,4.00000,B-10-12-3,34,2
C5,WH Bonded,1002,4QZ97A#AB2,6.00000,B-14-13-4,34,2
C5,WH Bonded,1002,4QZ97A#AB2,6.00000,B-14-14-4,34,2
C5,WH Bonded,1002,4QZ97A#AB2,6.00000,B-14-15-4,34,2
C5,WH Bonded,1002,4QZ97A#AB2,6.00000,B-14-16-4,34,2
C5,WH Bonded,1002,4QZ97A#AB2,6.00000,B-14-17-4,34,2
C5,WH Bonded,1002,4QZ97A#AB2,6.00000,B-14-18-4,34,2
C5,WH Bonded,1002,4QZ97A#AB2,6.00000,B-14-19-4,34,2
C5,WH Bonded,1002,4QZ97A#AB2,2.00000,B-14-21-1,34,1
C5,WH Bonded,1002,4QZ97A#AB2,6.00000,B-14-27-4,34,2
C5,WH Bonded,1002,7ZU85A#AB2,4.00000,B-02-52-3,34,2
C5,WH Bonded,1002,7ZU85A#AB2,2.00000,B-12-41-1,34,1
C5,WH Bonded,1002,7ZU85A#AB2,6.00000,B-15-23-4,34,2
C5,WH Bonded,1002,7ZU85A#AB2,4.00000,B-15-24-4,34,2
C5,WH Bonded,1002,7PS82A#AB2,1.00000,B-10-33-1,34,1
C5,WH Bonded,1002,7PS82A#AB2,8.00000,B-10-46-3,34,2
C5,WH Bonded,1002,7PS82A#AB2,12.00000,B-10-47-3,34,2
C5,WH Bonded,1002,7PS82A#AB2,12.00000,B-10-48-3,34,2
C5,WH Bonded,1002,7PS84A#AB2,2.00000,B-14-25-1,34,1
C5,WH Bonded,1002,7PS84A#AB2,12.00000,B-15-06-4,34,2
C5,WH Bonded,1002,7PS84A#AB2,12.00000,B-15-07-4,34,2
C5,WH Bonded,1002,7PS84A#AB2,12.00000,B-15-08-4,34,2
C5,WH Bonded,1002,7PS84A#AB2,2.00000,B-15-25-1,34,1
C5,WH Bonded,1002,7PS84A#AB2,2.00000,B-15-25-1,34,1
C5,WH Bonded,1002,7PS84A#AB2,9.00000,B-16-02-4,34,2
C5,WH Bonded,1002,7PS84A#AB2,12.00000,B-16-03-4,34,2
C5,WH Bonded,1002,7PS84A#AB2,12.00000,B-16-04-4,34,2
C5,WH Bonded,1002,7PS84A#AB2,12.00000,B-16-05-4,34,2
C5,WH Bonded,1002,7PS84A#AB2,12.00000,B-16-06-4,34,2
C5,WH Bonded,1002,7PS84A#AB2,12.00000,B-16-09-4,34,2
C5,WH Bonded,1002,7PS84A#AB2,12.00000,B-16-10-4,34,2
C5,WH Bonded,1002,7PS84A#AB2,12.00000,B-16-11-4,34,2
C5,WH Bonded,1002,7PS84A#AB2,12.00000,B-16-12-4,34,2
C5,WH Bonded,1002,7PS94A#AB2,4.00000,B-11-25-1,34,1
C5,WH Bonded,1002,7PS94A#AB2,4.00000,B-12-21-1,34,1
C5,WH Bonded,1002,7PS98A#AB2,1.00000,B-07-31-1,34,1
C5,WH Bonded,1002,7PS98A#AB2,2.00000,B-12-36-1,34,1
C5,WH Bonded,1002,7PS98A#AB2,2.00000,B-12-37-1,34,1
C5,WH Bonded,1002,7PS98A#AB2,1.00000,B-13-32-1,34,1
C5,WH Bonded,1002,7PS98A#AB2,1.00000,B-13-33-1,34,1
C5,WH Bonded,1002,7PS98A#AB2,2.00000,B-16-27-1,34,1
C5,WH Bonded,1002,7PS98A#AB2,2.00000,B-16-31-1,34,1
C5,WH Bonded,1002,7ZU78A#AB2,9.00000,C-03-18-3,34,2
C5,WH Bonded,1002,7ZU81A#AB2,2.00000,B-04-46-1,34,1
C5,WH Bonded,1002,7ZU81A#AB2,12.00000,B-15-29-4,34,2
C5,WH Bonded,1002,7ZU81A#AB2,12.00000,B-15-30-4,34,2
C5,WH Bonded,1002,7ZU81A#AB2,12.00000,B-15-31-4,34,2
C5,WH Bonded,1002,7ZU81A#AB2,12.00000,B-15-32-4,34,2
C5,WH Bonded,1002,7ZU81A#AB2,12.00000,B-15-34-4,34,2
C5,WH Bonded,1002,7ZU81A#AB2,12.00000,B-15-35-4,34,2
C5,WH Bonded,1002,7ZU81A#AB2,10.00000,C-03-19-3,34,2
C5,WH Bonded,1002,7ZU81A#AB2,10.00000,C-12-13-1,34,2
C5,WH Bonded,1002,7ZU88A#AB2,4.00000,B-15-25-4,34,1
C5,WH Bonded,1002,1PV86A#AB2,14.00000,B-15-02-4,34,2
C5,WH Bonded,1002,1PV86A#AB2,24.00000,B-15-03-4,34,2
C5,WH Bonded,1002,1PV86A#AB2,24.00000,B-15-05-4,34,2
C5,WH Bonded,1002,1PV87A#AB2,1.00000,B-04-46-1,34,1
E0,WH NoBonded,1002,SS211Q#379,490.00000,DHL-Q-01-02,34,82
E0,WH NoBonded,1002,SS211Q#379,44.00000,DHL-Q-01-02,34,8
E0,WH NoBonded,1002,SS210P#379,1500.00000,DHL-P-01-01,34,188
E0,WH NoBonded,1002,SS210P#379,48.00000,DHL-P-01-01,34,6
E0,WH Bonded,1002,5MX68A#AB2,10.00000,B-01-30-2,34,1
E0,WH Bonded,1002,5MX68A#AB2,20.00000,B-01-31-2,34,2
E0,WH Bonded,1002,5MX68A#AB2,20.00000,B-01-33-2,34,2
E0,WH Bonded,1002,7HR81A#AB2,20.00000,A-01-29-3,34,2
E0,WH Bonded,1002,7HR81A#AB2,20.00000,A-01-30-3,34,2
E0,WH Bonded,1002,7HR81A#AB2,20.00000,A-01-31-3,34,2
E0,WH Bonded,1002,7HR81A#AB2,20.00000,A-01-32-3,34,2
E0,WH Bonded,1002,7HR81A#AB2,20.00000,A-03-29-1,34,2
E0,WH Bonded,1002,7HR81A#AB2,20.00000,A-03-30-1,34,2
E0,WH Bonded,1002,7HR81A#AB2,20.00000,A-03-31-3,34,2
E0,WH Bonded,1002,7HR81A#AB2,20.00000,A-03-32-3,34,2
E0,WH Bonded,1002,7HR81A#AB2,20.00000,A-03-33-3,34,2
E0,WH Bonded,1002,7HR81A#AB2,20.00000,A-03-34-3,34,2
E0,WH Bonded,1002,7HR81A#AB2,20.00000,A-03-35-3,34,2
E0,WH Bonded,1002,7HR81A#AB2,20.00000,A-03-36-3,34,2
E0,WH Bonded,1002,7HR81A#AB2,20.00000,A-03-37-3,34,2
E0,WH Bonded,1002,7HR81A#AB2,20.00000,A-03-38-3,34,2
E0,WH Bonded,1002,7HR81A#AB2,20.00000,A-03-39-3,34,2
E0,WH Bonded,1002,7HR81A#AB2,20.00000,A-03-40-3,34,2
E0,WH Bonded,1002,7HR81A#AB2,20.00000,A-04-27-3,34,2
E0,WH Bonded,1002,7HR81A#AB2,20.00000,A-04-28-3,34,2
E0,WH Bonded,1002,7HR81A#AB2,20.00000,A-04-29-3,34,2
E0,WH Bonded,1002,7HR81A#AB2,20.00000,A-04-30-3,34,2
E0,WH Bonded,1002,7HR81A#AB2,20.00000,A-04-34-3,34,2
E0,WH Bonded,1002,7HR81A#AB2,20.00000,A-04-35-3,34,2
E0,WH Bonded,1002,7HR81A#AB2,20.00000,A-04-36-1,34,2
E0,WH Bonded,1002,7HR81A#AB2,20.00000,A-04-36-3,34,2
E0,WH Bonded,1002,7HR81A#AB2,20.00000,A-04-37-3,34,2
E0,WH Bonded,1002,7HR81A#AB2,20.00000,A-04-38-3,34,2
E0,WH Bonded,1002,7HR81A#AB2,20.00000,A-06-41-1,34,2
E0,WH Bonded,1002,7HR81A#AB2,20.00000,A-06-43-1,34,2
E4,WH Bonded,1002,4ZB90A#AB2,6.00000,A-03-05-3,34,1
E4,WH Bonded,1002,4ZB90A#AB2,1.00000,B-03-49-B,34,1
E4,WH Bonded,1002,4ZB90A#AB2,1.00000,B-04-38-1,34,1
E4,WH Bonded,1002,4ZB97A#AB2,14.00000,A-14-09-3,34,2
E4,WH Bonded,1002,4ZB97A#AB2,6.00000,A-14-10-3,34,1
E4,WH Bonded,1002,4ZB86A#AB2,1.00000,B-03-51-A,34,1
E4,WH Bonded,1002,4ZB86A#AB2,3.00000,B-03-51-A,34,1
E4,WH Bonded,1002,4ZB92A#AB2,9.00000,B-05-21-2,34,1
E4,WH Bonded,1002,4ZB92A#AB2,20.00000,B-05-22-2,34,2
E4,WH Bonded,1002,4ZB92A#AB2,20.00000,B-05-23-2,34,2
E4,WH Bonded,1002,4ZB92A#AB2,20.00000,B-05-26-2,34,2
E4,WH Bonded,1002,4ZB96A#AB2,5.00000,A-16-08-3,34,1
E4,WH Bonded,1002,4ZB94A#AB2,10.00000,C-01-20-1,34,1
E4,WH Bonded,1002,3J048A#AB2,80.00000,A-07-03-1,34,2
E4,WH Bonded,1002,3J048A#AB2,80.00000,A-07-04-1,34,2
E4,WH Bonded,1002,3J048A#AB2,80.00000,A-07-05-1,34,2
E4,WH Bonded,1002,3J048A#AB2,80.00000,A-07-06-1,34,2
E4,WH Bonded,1002,3J048A#AB2,80.00000,A-07-07-1,34,2
E4,WH Bonded,1002,3J048A#AB2,80.00000,A-07-08-1,34,2
E4,WH Bonded,1002,3J048A#AB2,80.00000,A-08-01-1,34,2
E4,WH Bonded,1002,3J048A#AB2,80.00000,A-08-02-1,34,2
E4,WH Bonded,1002,3J048A#AB2,80.00000,A-08-03-1,34,2
E4,WH Bonded,1002,3J048A#AB2,80.00000,A-08-04-1,34,2
E4,WH Bonded,1002,3J048A#AB2,80.00000,A-08-05-1,34,2
E4,WH Bonded,1002,3J048A#AB2,80.00000,A-08-06-1,34,2
E4,WH Bonded,1002,3J048A#AB2,80.00000,A-08-07-1,34,2
E4,WH Bonded,1002,3J048A#AB2,80.00000,A-08-08-1,34,2
E4,WH Bonded,1002,3J048A#AB2,80.00000,A-09-01-1,34,2
E4,WH Bonded,1002,3J048A#AB2,80.00000,A-09-02-1,34,2
E4,WH Bonded,1002,3J048A#AB2,80.00000,A-09-03-1,34,2
E4,WH Bonded,1002,3J048A#AB2,80.00000,A-09-04-1,34,2
E4,WH Bonded,1002,3J048A#AB2,80.00000,A-09-05-1,34,2
E4,WH Bonded,1002,3J048A#AB2,80.00000,A-09-06-1,34,2
E4,WH Bonded,1002,3J048A#AB2,80.00000,A-09-07-1,34,2
E4,WH Bonded,1002,3J048A#AB2,80.00000,A-09-08-1,34,2
E4,WH Bonded,1002,3J048A#AB2,80.00000,C-02-46-1,34,2
E4,WH Bonded,1002,3J048A#AB2,80.00000,C-03-45-1,34,2
E4,WH Bonded,1002,3J048A#AB2,80.00000,C-03-46-1,34,2
E4,WH Bonded,1002,4ZB81A#AB2,47.00000,A-14-06-1,34,2
E4,WH Bonded,1002,4ZB81A#AB2,25.00000,A-14-07-1,34,1
E5,WH Bonded,1002,NHXHC5970L,23.00000,A-11-54-1,34,1
E5,WH Bonded,1002,SU088A,4.00000,C-16-45-2,34,1
E5,WH Bonded,1002,SU222A,11.00000,B-02-43-A,34,1
E5,WH Bonded,1002,SU969A,5.00000,B-03-40-B,34,1
E5,WH Bonded,1002,W1007AC,4.00000,B-02-43-B,34,1
E5,WH Bonded,1002,W1007XC,103.00000,A-16-49-2,34,2
E5,WH Bonded,1002,W1007XC,60.00000,A-16-50-2,34,1
E5,WH Bonded,1002,W1007XC,120.00000,C-12-41-2,34,2
E5,WH Bonded,1002,SU980A,126.00000,A-05-39-2,34,2
E5,WH Bonded,1002,SU980A,126.00000,A-05-40-2,34,2
E5,WH Bonded,1002,SU980A,51.00000,C-05-46-2,34,1
E5,WH Bonded,1002,SU980A,126.00000,C-11-54-2,34,2
E5,WH Bonded,1002,SU177A,1.00000,B-09-41-1,34,1
E5,WH Bonded,1002,SU927A,25.00000,A-11-45-2,34,1
E5,WH Bonded,1002,SU948A,18.00000,A-13-43-2,34,1
E5,WH Bonded,1002,SU948A,2.00000,B-09-40-2,34,1
E5,WH Bonded,1002,W1005AC,20.00000,C-14-49-2,34,1
E5,WH Bonded,1002,W1005XC,144.00000,B-05-48-2,34,2
E5,WH Bonded,1002,W1005XC,144.00000,B-05-50-2,34,2
E5,WH Bonded,1002,W1005XC,56.00000,C-03-44-2,34,1
E5,WH Bonded,1002,W1005XC,125.00000,C-05-41-2,34,2
E5,WH Bonded,1002,W1006AC,8.00000,A-05-41-2,34,1
E5,WH Bonded,1002,W1008AC,2.00000,A-14-42-2,34,1
E5,WH Bonded,1002,W1008AC,1.00000,B-02-42-B,34,1
E5,WH Bonded,1002,SU539A,1.00000,B-03-45-2,34,1
E5,WH Bonded,1002,NHXHC5970U,56.00000,A-01-07-2,34,1
E5,WH Bonded,1002,NHXHC5974,20.00000,A-04-29-1,34,1
E5,WH Bonded,1002,SU154A,20.00000,B-07-42-1,34,1
E5,WH Bonded,1002,4ZA24A,1.00000,B-03-52-B,34,1
EO,WH Bonded,1002,SS837A,2.00000,B-08-45-1,34,1
EO,WH Bonded,1002,SS837A,1.00000,B-10-50-1,34,1
EO,WH Bonded,1002,SS777A,15.00000,B-02-47-A,34,1
EO,WH Bonded,1002,SS777A,9.00000,B-10-50-1,34,1
EO,WH Bonded,1002,SS779A,19.00000,A-02-03-2,34,1
EO,WH Bonded,1002,SS779A,6.00000,B-04-44-1,34,1
EO,WH Bonded,1002,SS557A,6.00000,B-02-40-C,34,1
EO,WH Bonded,1002,SS597A,3.00000,B-02-47-B,34,1
EO,WH Bonded,1002,SS597A,5.00000,B-10-48-1,34,1
EO,WH Bonded,1002,SS639A,6.00000,B-02-40-C,34,1
EO,WH Bonded,1002,SS691A,13.00000,B-08-45-1,34,1
EO,WH Bonded,1002,SS732A,7.00000,B-02-40-C,34,1
EO,WH Bonded,1002,SS833A,5.00000,B-10-48-1,34,1
F7,WH Bonded,1002,5PJ80A,28.00000,A-16-33-2,34,1
F7,WH Bonded,1002,5PJ80A,28.00000,A-16-34-2,34,1
F7,WH Bonded,1002,5PJ80A,28.00000,A-16-35-2,34,1
F7,WH Bonded,1002,5PJ80A,28.00000,A-16-36-2,34,1
F7,WH Bonded,1002,5PJ80A,28.00000,A-16-37-2,34,1
G0,WH Bonded,1002,SV020A,75.00000,C-09-51-2,34,2
G0,WH Bonded,1002,W1109A,20.00000,A-12-52-1,34,1
G0,WH Bonded,1002,SU805A,19.00000,B-10-49-1,34,1
G0,WH Bonded,1002,SV012A,1.00000,B-02-41-B,34,1
G0,WH Bonded,1002,SV012A,1.00000,B-08-45-1,34,1
G0,WH Bonded,1002,SU817A,9.00000,B-05-50-1,34,1
G0,WH NoBonded,1002,SU817A,1.00000,DHL-B-01-02,34,1
G0,WH Bonded,1002,SU032A,3.00000,B-02-45-B,34,1
G0,WH Bonded,1002,SU509A,7.00000,B-02-40-B,34,1
G0,WH Bonded,1002,SU244A,1.00000,B-02-43-B,34,1
G0,WH Bonded,1002,W2080A,42.00000,C-02-44-2,34,1
G0,WH Bonded,1002,W2081A,35.00000,B-07-50-2,34,1
G0,WH Bonded,1002,W2082A,37.00000,C-09-44-2,34,1
G0,WH Bonded,1002,W2083A,1.00000,A-08-43-2,34,1
G0,WH Bonded,1002,W2083A,37.00000,A-08-46-2,34,1
G0,WH Bonded,1002,SU867A,11.00000,B-15-42-1,34,1
G0,WH Bonded,1002,SU760A,97.00000,A-13-48-2,34,1
G0,WH Bonded,1002,SU764A,1.00000,B-02-42-B,34,1
G0,WH Bonded,1002,SU764A,2.00000,B-02-45-B,34,1
G0,WH Bonded,1002,W1003AC,399.00000,A-06-38-3,34,2
G0,WH Bonded,1002,W1003AC,399.00000,A-06-39-3,34,2
G0,WH Bonded,1002,W1003AC,399.00000,A-06-40-3,34,2
G0,WH Bonded,1002,W1003AC,399.00000,A-06-41-3,34,2
G0,WH Bonded,1002,W1003AC,229.00000,A-06-42-3,34,2
G0,WH Bonded,1002,W1003AC,20.00000,C-05-44-2,34,1
G0,WH Bonded,1002,W1108AD,58.00000,B-08-47-2,34,1
G0,WH Bonded,1002,W1108A,27.00000,A-09-38-2,34,1
G0,WH Bonded,1002,W1108A,38.00000,A-10-42-2,34,1
