PL,WORK_ZONE,Sloc,Product_Code,Quantity,Stor_bin,Styp,No_of_Pallet
E4,WH Bonded,1001,4ZB79A#AB2,80.00000,C-04-04-1,34,2
E4,WH Bonded,1001,4ZB79A#AB2,80.00000,C-04-05-1,34,2
E4,WH Bonded,1001,4ZB79A#AB2,80.00000,C-04-06-1,34,2
E4,WH Bonded,1001,4ZB79A#AB2,80.00000,C-04-07-1,34,2
E4,WH Bonded,1001,4ZB79A#AB2,80.00000,C-04-08-1,34,2
E4,WH Bonded,1001,4ZB79A#AB2,80.00000,C-05-01-1,34,2
E4,WH Bonded,1001,4ZB79A#AB2,80.00000,C-05-02-1,34,2
E4,WH Bonded,1001,4ZB79A#AB2,10.00000,C-12-06-1,34,1
E4,WH Bonded,1001,4ZB80A#AB2,10.00000,C-02-05-1,34,1
E4,WH Bonded,1001,4ZB81A#AB2,2.00000,A-14-07-1,34,1
E4,WH Bonded,1001,4ZB81A#AB2,80.00000,A-15-01-1,34,2
E4,WH Bonded,1001,4ZB81A#AB2,80.00000,A-15-02-1,34,2
E4,WH Bonded,1001,4ZB81A#AB2,80.00000,A-15-03-1,34,2
E4,WH Bonded,1001,4ZB81A#AB2,80.00000,A-15-04-1,34,2
E4,WH Bonded,1001,4ZB81A#AB2,80.00000,A-15-05-1,34,2
E4,WH Bonded,1001,4ZB81A#AB2,80.00000,A-15-06-1,34,2
E4,WH Bonded,1001,4ZB81A#AB2,80.00000,A-15-07-1,34,2
E4,WH Bonded,1001,4ZB81A#AB2,80.00000,A-15-08-1,34,2
E4,WH Bonded,1001,4ZB81A#AB2,80.00000,B-02-02-1,34,2
E4,WH Bonded,1001,4ZB81A#AB2,80.00000,B-02-04-1,34,2
E4,WH Bonded,1001,4ZB81A#AB2,80.00000,B-02-05-1,34,2
E4,WH Bonded,1001,4ZB81A#AB2,80.00000,B-02-06-1,34,2
E4,WH Bonded,1001,4ZB81A#AB2,80.00000,B-02-07-1,34,2
E4,WH Bonded,1001,4ZB81A#AB2,80.00000,B-02-08-1,34,2
E4,WH Bonded,1001,4ZB81A#AB2,80.00000,B-03-01-1,34,2
E4,WH Bonded,1001,4ZB81A#AB2,80.00000,B-03-02-1,34,2
E4,WH Bonded,1001,4ZB81A#AB2,80.00000,B-03-03-1,34,2
E4,WH Bonded,1001,4ZB81A#AB2,80.00000,B-03-04-1,34,2
E4,WH Bonded,1001,4ZB81A#AB2,80.00000,B-03-05-1,34,2
E4,WH Bonded,1001,4ZB81A#AB2,80.00000,B-03-06-1,34,2
E4,WH Bonded,1001,4ZB81A#AB2,80.00000,B-03-07-1,34,2
E4,WH Bonded,1001,4ZB81A#AB2,80.00000,B-03-08-1,34,2
E4,WH Bonded,1001,4ZB81A#AB2,80.00000,B-04-01-1,34,2
E4,WH Bonded,1001,4ZB81A#AB2,80.00000,B-04-02-1,34,2
E4,WH Bonded,1001,4ZB81A#AB2,80.00000,B-04-03-1,34,2
E4,WH Bonded,1001,4ZB81A#AB2,80.00000,B-04-04-1,34,2
E4,WH Bonded,1001,4ZB81A#AB2,80.00000,B-04-05-1,34,2
E4,WH Bonded,1001,4ZB81A#AB2,80.00000,B-04-06-1,34,2
E4,WH Bonded,1001,4ZB81A#AB2,80.00000,B-04-07-1,34,2
E4,WH Bonded,1001,4ZB81A#AB2,80.00000,B-04-08-1,34,2
E5,WH Bonded,1001,SV028A,180.00000,A-02-20-2,34,5
E5,WH Bonded,1001,SU088A,96.00000,A-07-46-2,34,2
E5,WH Bonded,1001,SU088A,82.00000,C-16-45-2,34,2
E5,WH Bonded,1001,SU222A,96.00000,A-01-18-2,34,2
E5,WH Bonded,1001,SU222A,92.00000,B-13-39-2,34,2
E5,WH Bonded,1001,SU222A,66.00000,C-02-41-2,34,2
E5,WH Bonded,1001,SU354A,92.00000,A-08-48-2,34,2
E5,WH Bonded,1001,SU354A,50.00000,A-14-52-2,34,2
E5,WH Bonded,1001,SU565A,96.00000,A-01-31-2,34,2
E5,WH Bonded,1001,SU565A,96.00000,A-13-49-2,34,2
E5,WH Bonded,1001,SU565A,70.00000,A-15-52-2,34,2
E5,WH Bonded,1001,SU565A,82.00000,C-03-39-2,34,2
E5,WH Bonded,1001,SU969A,107.00000,C-06-43-2,34,2
E5,WH Bonded,1001,SU970A,1.00000,B-02-42-B,34,1
E5,WH Bonded,1001,SV078A,87.00000,A-13-38-2,34,2
E5,WH Bonded,1001,SV100A,120.00000,A-08-39-2,34,2
E5,WH Bonded,1001,SV100A,4.00000,B-02-44-B,34,1
E5,WH Bonded,1001,SV100A,120.00000,B-07-54-2,34,2
E5,WH Bonded,1001,SV100A,120.00000,C-01-42-2,34,2
E5,WH Bonded,1001,SV100A,120.00000,C-03-40-2,34,2
E5,WH Bonded,1001,SV100A,120.00000,C-15-51-2,34,2
E5,WH Bonded,1001,SV107A,48.00000,B-04-48-2,34,1
E5,WH Bonded,1001,SV107A,120.00000,C-11-47-1,34,2
E5,WH Bonded,1001,W1007AC,120.00000,A-04-14-2,34,2
E5,WH Bonded,1001,W1007AC,120.00000,A-04-15-2,34,2
E5,WH Bonded,1001,W1007AC,120.00000,A-04-17-2,34,2
E5,WH Bonded,1001,W1007AC,85.00000,B-01-43-2,34,2
E5,WH Bonded,1001,W1007AC,6.00000,B-02-43-B,34,1
E5,WH Bonded,1001,W1007AC,120.00000,B-14-45-2,34,2
E5,WH Bonded,1001,W1007AC,60.00000,B-14-46-2,34,1
E5,WH Bonded,1001,W1007AC,60.00000,C-12-52-2,34,1
E5,WH Bonded,1001,W1007AC,120.00000,C-12-53-2,34,2
E5,WH Bonded,1001,SU980A,126.00000,B-05-52-2,34,2
E5,WH Bonded,1001,SU981A,126.00000,A-16-47-2,34,2
E5,WH Bonded,1001,SU177A,288.00000,A-11-52-1,34,4
E5,WH Bonded,1001,SU177A,10.00000,B-09-41-1,34,1
E5,WH Bonded,1001,SU927A,46.00000,A-11-45-2,34,1
E5,WH Bonded,1001,SU927A,144.00000,B-07-43-2,34,2
E5,WH Bonded,1001,SU935A,17.00000,C-11-41-2,34,1
E5,WH Bonded,1001,SU943A,60.00000,C-08-45-2,34,1
E5,WH Bonded,1001,SU948A,144.00000,B-08-42-2,34,2
E5,WH Bonded,1001,SU948A,122.00000,B-09-40-2,34,2
E5,WH Bonded,1001,SV053A,144.00000,A-06-36-2,34,2
E5,WH Bonded,1001,SV053A,144.00000,A-06-37-2,34,2
E5,WH Bonded,1001,SV053A,144.00000,A-06-45-2,34,2
E5,WH Bonded,1001,SV053A,144.00000,A-06-46-2,34,2
E5,WH Bonded,1001,SV053A,144.00000,A-06-49-2,34,2
E5,WH Bonded,1001,SV053A,132.00000,A-07-41-2,34,2
E5,WH Bonded,1001,SV053A,144.00000,A-07-43-2,34,2
E5,WH Bonded,1001,SV053A,144.00000,A-07-44-2,34,2
E5,WH Bonded,1001,SV053A,144.00000,A-07-47-2,34,2
E5,WH Bonded,1001,SV053A,144.00000,A-07-48-2,34,2
E5,WH Bonded,1001,SV053A,144.00000,A-07-49-2,34,2
E5,WH Bonded,1001,SV053A,144.00000,A-08-52-2,34,2
E5,WH Bonded,1001,SV158A,64.00000,B-14-47-2,34,1
E5,WH Bonded,1001,SV164A,23.00000,C-06-44-2,34,1
E5,WH Bonded,1001,SV164A,144.00000,C-06-46-2,34,2
E5,WH Bonded,1001,W1005XC,19.00000,C-05-41-2,34,1
E5,WH Bonded,1001,W1006AC,91.00000,A-05-41-2,34,2
E5,WH Bonded,1001,W1008AC,20.00000,A-14-42-2,34,1
E5,WH Bonded,1001,W1008AC,99.00000,A-14-42-2,34,2
E5,WH Bonded,1001,W1008AC,3.00000,B-02-42-B,34,1
E5,WH Bonded,1001,W1008AC,144.00000,B-03-51-2,34,2
E5,WH Bonded,1001,W1008AC,144.00000,C-02-39-2,34,2
E5,WH Bonded,1001,3J067A,156.00000,C-09-40-2,34,2
E5,WH Bonded,1001,SV143A,83.00000,A-12-52-2,34,1
E5,WH Bonded,1001,SV143A,168.00000,C-08-48-2,34,2
E5,WH Bonded,1001,SU062A,143.00000,B-04-40-2,34,2
E5,WH Bonded,1001,SU195A,2.00000,B-02-43-B,34,1
E5,WH Bonded,1001,SU195A,180.00000,B-04-41-2,34,2
E5,WH Bonded,1001,SU328A,179.00000,B-03-49-2,34,2
E5,WH Bonded,1001,SU539A,175.00000,B-03-45-2,34,2
E5,WH Bonded,1001,SU539A,1.00000,B-03-45-2,34,1
E5,WH Bonded,1001,SU185A,132.00000,B-05-51-1,34,2
E5,WH Bonded,1001,SU185A,21.00000,C-03-44-1,34,1
E5,WH Bonded,1001,SU668A,161.00000,A-02-35-2,34,2
E5,WH Bonded,1001,SU154A,7.00000,B-07-42-1,34,1
E5,WH Bonded,1001,SU021A,123.00000,A-15-50-2,34,1
E5,WH Bonded,1001,SU044A,234.00000,A-13-42-2,34,2
E5,WH Bonded,1001,SU052A,185.00000,A-13-39-2,34,2
E5,WH Bonded,1001,SU052A,264.00000,B-03-47-2,34,2
E5,WH Bonded,1001,SU288A,22.00000,A-03-34-2,34,1
E5,WH Bonded,1001,SU311A,169.00000,A-15-47-2,34,2
E5,WH Bonded,1001,SU319A,49.00000,C-02-45-2,34,1
E5,WH Bonded,1001,SU319A,180.00000,C-03-45-2,34,2
E5,WH Bonded,1001,SU498A,60.00000,A-03-39-2,34,1
E5,WH Bonded,1001,SU521A,85.00000,A-14-43-2,34,1
EO,WH Bonded,1001,SS823A,52.00000,B-01-45-3,34,2
EO,WH Bonded,1001,SS826A,40.00000,C-13-51-2,34,1
EO,WH Bonded,1001,SS837A,47.00000,A-15-42-2,34,2
EO,WH Bonded,1001,SS777A,95.00000,B-02-42-2,34,2
EO,WH Bonded,1001,SS777A,96.00000,B-02-43-2,34,2
EO,WH Bonded,1001,SS777A,96.00000,B-02-44-2,34,2
EO,WH Bonded,1001,SS777A,96.00000,B-10-50-2,34,2
EO,WH Bonded,1001,SS777A,96.00000,B-10-51-2,34,2
EO,WH Bonded,1001,SS777A,96.00000,B-10-52-2,34,2
EO,WH Bonded,1001,SS777A,96.00000,B-11-45-2,34,2
EO,WH Bonded,1001,SS777A,96.00000,B-12-47-2,34,2
EO,WH Bonded,1001,SS777A,96.00000,B-13-40-2,34,2
EO,WH Bonded,1001,SS777A,96.00000,B-13-43-2,34,2
EO,WH Bonded,1001,SS777A,96.00000,B-13-44-2,34,2
EO,WH Bonded,1001,SS777A,96.00000,B-13-45-2,34,2
EO,WH Bonded,1001,SS777A,96.00000,B-16-46-2,34,2
EO,WH Bonded,1001,SS777A,96.00000,B-16-47-2,34,2
EO,WH Bonded,1001,SS777A,96.00000,B-16-48-2,34,2
EO,WH Bonded,1001,SS779A,96.00000,A-04-01-2,34,2
EO,WH Bonded,1001,SS779A,96.00000,A-04-02-2,34,2
EO,WH Bonded,1001,SS779A,96.00000,A-04-03-2,34,2
EO,WH Bonded,1001,SS779A,96.00000,A-04-04-2,34,2
EO,WH Bonded,1001,SS779A,96.00000,A-04-05-2,34,2
EO,WH Bonded,1001,SS779A,96.00000,A-04-06-2,34,2
EO,WH Bonded,1001,SS779A,96.00000,A-04-07-2,34,2
EO,WH Bonded,1001,SS779A,96.00000,A-04-08-2,34,2
EO,WH Bonded,1001,SS779A,96.00000,A-09-45-2,34,2
EO,WH Bonded,1001,SS779A,96.00000,A-09-46-2,34,2
EO,WH Bonded,1001,SS779A,96.00000,A-09-47-2,34,2
EO,WH Bonded,1001,SS779A,96.00000,A-09-48-2,34,2
EO,WH Bonded,1001,SS779A,96.00000,A-10-41-2,34,2
EO,WH Bonded,1001,SS779A,96.00000,A-10-44-2,34,2
EO,WH Bonded,1001,SS779A,96.00000,A-10-45-2,34,2
EO,WH Bonded,1001,SS779A,96.00000,A-10-47-2,34,2
EO,WH Bonded,1001,SS779A,22.00000,B-06-44-2,34,1
EO,WH Bonded,1001,SS779A,96.00000,B-06-45-2,34,2
EO,WH Bonded,1001,SS779A,96.00000,B-06-46-2,34,2
EO,WH Bonded,1001,SS779A,96.00000,B-09-43-2,34,2
EO,WH Bonded,1001,SS779A,96.00000,B-09-44-2,34,2
EO,WH Bonded,1001,SS779A,96.00000,B-09-45-2,34,2
EO,WH Bonded,1001,SS779A,96.00000,B-09-46-2,34,2
EO,WH Bonded,1001,SS779A,96.00000,B-10-41-2,34,2
EO,WH Bonded,1001,SS779A,96.00000,B-10-42-2,34,2
EO,WH Bonded,1001,SS779A,96.00000,B-10-43-2,34,2
EO,WH Bonded,1001,SS779A,96.00000,B-10-44-2,34,2
EO,WH Bonded,1001,SS779A,96.00000,B-10-45-2,34,2
EO,WH Bonded,1001,SS779A,96.00000,B-10-46-2,34,2
EO,WH Bonded,1001,SS779A,96.00000,B-10-47-2,34,2
EO,WH Bonded,1001,SS779A,96.00000,B-10-48-2,34,2
EO,WH Bonded,1001,SS779A,96.00000,B-11-41-2,34,2
EO,WH Bonded,1001,SS779A,96.00000,B-11-42-2,34,2
EO,WH Bonded,1001,SS779A,96.00000,B-11-43-2,34,2
EO,WH Bonded,1001,SS779A,96.00000,B-12-43-2,34,2
EO,WH Bonded,1001,SS779A,96.00000,B-12-44-2,34,2
EO,WH Bonded,1001,SS779A,96.00000,B-12-45-2,34,2
EO,WH Bonded,1001,SS779A,96.00000,B-12-46-2,34,2
EO,WH Bonded,1001,SS786A,29.00000,A-07-52-2,34,1
EO,WH Bonded,1001,SS786A,144.00000,B-05-43-2,34,3
EO,WH Bonded,1001,SS786A,144.00000,C-05-47-2,34,3
EO,WH Bonded,1001,SS814A,200.00000,B-02-49-2,34,5
EO,WH Bonded,1001,SS814A,82.00000,C-12-45-2,34,2
EO,WH Bonded,1001,SS820A,74.00000,A-06-42-2,34,2
EO,WH Bonded,1001,SS841A,16.00000,A-12-54-2,34,1
EO,WH Bonded,1001,SS841A,120.00000,A-15-44-2,34,2
EO,WH Bonded,1001,SS793A,134.00000,B-05-42-2,34,3
EO,WH Bonded,1001,SS793A,144.00000,C-06-48-2,34,3
EO,WH Bonded,1001,SS793A,144.00000,C-07-54-2,34,3
EO,WH Bonded,1001,SS550A,38.00000,A-10-46-2,34,1
EO,WH Bonded,1001,SS550A,270.00000,C-07-45-2,34,4
EO,WH Bonded,1001,SS571A,78.00000,A-12-53-2,34,2
EO,WH Bonded,1001,SS590A,122.00000,A-15-41-2,34,2
EO,WH Bonded,1001,SS611A,272.00000,B-15-43-2,34,4
EO,WH Bonded,1001,SS611A,151.00000,C-14-39-2,34,3
EO,WH Bonded,1001,SS624A,351.00000,B-02-52-2,34,5
EO,WH Bonded,1001,SS632A,174.00000,C-01-46-2,34,3
EO,WH Bonded,1001,SS653A,234.00000,B-02-50-2,34,4
EO,WH Bonded,1001,SS711A,360.00000,A-02-33-1,34,5
EO,WH Bonded,1001,SS725A,158.00000,C-10-45-2,34,3
EO,WH Bonded,1001,SS746A,272.00000,B-14-44-2,34,4
EO,WH Bonded,1001,SS746A,19.00000,C-02-40-2,34,1
EO,WH Bonded,1001,SS773A,20.00000,B-07-41-2,34,1
EO,WH Bonded,1001,SS773A,192.00000,C-06-45-2,34,3
EO,WH Bonded,1001,SS773A,192.00000,C-06-47-2,34,3
EO,WH Bonded,1001,SS557A,40.00000,B-16-45-2,34,1
EO,WH Bonded,1001,SS639A,16.00000,C-02-46-2,34,1
EO,WH Bonded,1001,SS691A,192.00000,B-15-42-2,34,3
EO,WH Bonded,1001,SS691A,20.00000,C-15-46-2,34,1
EO,WH Bonded,1001,SS732A,53.00000,A-04-37-1,34,1
EO,WH Bonded,1001,SS833A,168.00000,A-14-46-2,34,2
EO,WH Bonded,1001,SS833A,12.00000,A-16-43-2,34,1
EO,WH Bonded,1001,SS833A,168.00000,C-01-40-2,34,2
EO,WH Bonded,1001,SS833A,168.00000,C-07-44-2,34,2
EO,WH Bonded,1001,SS564A,4.00000,C-10-47-2,34,1
EO,WH Bonded,1001,SS604A,53.00000,A-02-01-2,34,1
